#temario;bloque;tema;id_pregunta;texto_pregunta;texto_respuesta;explicacion
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_004;¿Qué artículos de la Constitución desarrolla la Ley de Igualdad?;Los artículos 9.2 y 14|Los artículos 1 y 2|Los artículos 10 y 11|Los artículos 15 y 16;La Ley se desarrolla en cumplimiento de los artículos 9.2 y 14 de la Constitución
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_005;¿Cuántos títulos tiene la estructura de la Ley de Igualdad?;Ocho títulos|Seis títulos|Diez títulos|Cinco títulos;La Ley se estructura en un Título preliminar, ocho Títulos, disposiciones adicionales, transitorias, derogatoria y finales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_006;¿Cuántas disposiciones adicionales tiene la Ley de Igualdad?;Treinta y una|Veinte|Cuarenta|Quince;Esta Ley tiene treinta y una disposiciones adicionales, once disposiciones transitorias, una disposición derogatoria y ocho disposiciones finales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_007;¿Qué establece el Título Preliminar de la Ley?;El objeto y el ámbito de aplicación de la Ley|Los conceptos básicos de discriminación|Las políticas públicas|Las medidas organizativas;El Título Preliminar establece el objeto y el ámbito de aplicación de la Ley
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_008;¿Qué supone el principio de igualdad de trato según el artículo 3?;La ausencia de toda discriminación, directa o indirecta, por razón de sexo|Solo la ausencia de discriminación directa|Solo la igualdad salarial|Solo la igualdad en el empleo;Según el artículo 3, supone la ausencia de toda discriminación, directa o indirecta, por razón de sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_009;¿Qué discriminaciones menciona especialmente el artículo 3?;Las derivadas de la maternidad, asunción de obligaciones familiares y estado civil|Solo las derivadas del embarazo|Solo las laborales|Solo las educativas;El artículo 3 menciona especialmente las derivadas de la maternidad, la asunción de obligaciones familiares y el estado civil
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_010;¿Cómo considera el artículo 4 a la igualdad de trato?;Como un principio informador del ordenamiento jurídico|Como una norma secundaria|Como una recomendación|Como un objetivo a largo plazo;Según el artículo 4, la igualdad es un principio informador del ordenamiento jurídico que se integrará en la interpretación y aplicación de las normas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_011;¿En qué ámbitos se aplica la igualdad según el artículo 5?;En el empleo privado y en el empleo público|Solo en el empleo privado|Solo en el empleo público|Solo en la Administración General del Estado;El artículo 5 establece que el principio se aplica en el ámbito del empleo privado y en el del empleo público
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_012;¿Qué se considera discriminación directa según el artículo 6?;La situación en que una persona sea tratada de manera menos favorable que otra en situación comparable por razón de su sexo|Solo el trato diferente en el salario|Solo la exclusión del empleo|Solo el acoso sexual;El artículo 6.1 define la discriminación directa como la situación en que una persona sea tratada de manera menos favorable que otra en situación comparable por razón de su sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_013;¿Qué se considera discriminación indirecta según el artículo 6?;Una disposición, criterio o práctica aparentemente neutros que pone a personas de un sexo en desventaja particular|Solo las normas que excluyen expresamente a las mujeres|Solo las prácticas intencionalmente discriminatorias|Solo los criterios de selección;Según el artículo 6.2, es una disposición, criterio o práctica aparentemente neutros que pone a personas de un sexo en desventaja particular
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_014;¿Qué considera discriminatoria el artículo 6 en todo caso?;Toda orden de discriminar, directa o indirectamente, por razón de sexo|Solo las órdenes escritas|Solo las órdenes de superiores jerárquicos|Solo las órdenes en el ámbito laboral;El artículo 6.3 establece que se considera discriminatoria toda orden de discriminar, directa o indirectamente, por razón de sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_015;¿Qué constituye acoso sexual según el artículo 7?;Cualquier comportamiento, verbal o físico, de naturaleza sexual que atente contra la dignidad|Solo el contacto físico no deseado|Solo las proposiciones verbales|Solo las conductas del superior jerárquico;Según el artículo 7.1, constituye acoso sexual cualquier comportamiento, verbal o físico, de naturaleza sexual que tenga el propósito o produzca el efecto de atentar contra la dignidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_016;¿Qué constituye acoso por razón de sexo según el artículo 7?;Cualquier comportamiento realizado en función del sexo con propósito de atentar contra la dignidad|Solo las conductas hacia las mujeres|Solo las conductas en el trabajo|Solo las conductas físicas;El artículo 7.2 define el acoso por razón de sexo como cualquier comportamiento realizado en función del sexo de una persona, con el propósito o efecto de atentar contra su dignidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_017;¿Cómo se consideran el acoso sexual y el acoso por razón de sexo?;Discriminatorios en todo caso|Solo discriminatorios si son reiterados|Solo discriminatorios si causan daño|Solo discriminatorios en el ámbito laboral;Según el artículo 7.3, se considerarán en todo caso discriminatorios el acoso sexual y el acoso por razón de sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_018;¿Qué se considera también discriminación según el artículo 7.4?;El condicionamiento de un derecho a la aceptación de acoso|Solo el acoso reiterado|Solo el acoso con contacto físico|Solo el acoso del superior jerárquico;El artículo 7.4 establece que el condicionamiento de un derecho a la aceptación de acoso se considerará también acto de discriminación
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_019;¿Qué constituye discriminación directa según el artículo 8?;Todo trato desfavorable a las mujeres relacionado con el embarazo o la maternidad|Solo el despido por embarazo|Solo la reducción salarial por maternidad|Solo la denegación de permisos;El artículo 8 establece que constituye discriminación directa por razón de sexo todo trato desfavorable a las mujeres relacionado con el embarazo o la maternidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_020;¿Qué protege el artículo 9 sobre indemnidad frente a represalias?;Cualquier trato adverso por presentar quejas o denuncias sobre discriminación|Solo las denuncias penales|Solo las reclamaciones laborales|Solo las quejas formales;El artículo 9 considera discriminación cualquier trato adverso por la presentación de queja, reclamación, denuncia, demanda o recurso destinados a impedir discriminación
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_021;¿Qué efecto tienen los actos discriminatorios según el artículo 10?;Se considerarán nulos y sin efecto|Son válidos pero sancionables|Son anulables|Tienen efectos limitados;Según el artículo 10, los actos y cláusulas que constituyan discriminación se considerarán nulos y sin efecto
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_022;¿Qué tipo de reparaciones establece el artículo 10?;Reales, efectivas y proporcionadas al perjuicio sufrido|Solo económicas|Solo simbólicas|Solo disciplinarias;El artículo 10 establece un sistema de reparaciones o indemnizaciones que sean reales, efectivas y proporcionadas al perjuicio sufrido
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_023;¿Qué son las acciones positivas según el artículo 11?;Medidas específicas en favor de las mujeres para corregir situaciones de desigualdad de hecho|Solo cuotas obligatorias|Solo medidas temporales|Solo ayudas económicas;Según el artículo 11.1, son medidas específicas en favor de las mujeres para corregir situaciones patentes de desigualdad de hecho respecto de los hombres
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_024;¿Qué características deben tener las acciones positivas?;Ser razonables y proporcionadas en relación con el objetivo perseguido|Ser permanentes|Ser iguales para todos los casos|Ser obligatorias para todos;El artículo 11.1 establece que habrán de ser razonables y proporcionadas en relación con el objetivo perseguido en cada caso
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_025;¿Quién puede adoptar acciones positivas según el artículo 11?;Los Poderes Públicos y las personas físicas y jurídicas privadas|Solo los Poderes Públicos|Solo las empresas privadas|Solo las Administraciones Públicas;Según el artículo 11, tanto los Poderes Públicos como las personas físicas y jurídicas privadas podrán adoptar este tipo de medidas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_026;¿Quién puede recabar tutela judicial según el artículo 12?;Cualquier persona|Solo las mujeres|Solo las víctimas directas|Solo las organizaciones especializadas;El artículo 12.1 establece que cualquier persona podrá recabar de los tribunales la tutela del derecho a la igualdad entre mujeres y hombres
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_027;¿Cuándo puede ejercerse la tutela judicial según el artículo 12?;Incluso tras la terminación de la relación en la que se produjo la discriminación|Solo durante la relación|Solo antes de que termine la relación|Solo en casos graves;Según el artículo 12.1, se puede ejercer incluso tras la terminación de la relación en la que supuestamente se ha producido la discriminación
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_028;¿Quién está legitimado en litigios sobre acoso según el artículo 12?;La persona acosada será la única legitimada|Cualquier persona con interés|Las organizaciones de defensa|Los sindicatos;El artículo 12.3 establece que la persona acosada será la única legitimada en los litigios sobre acoso sexual y acoso por razón de sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_029;¿A quién corresponde la carga de la prueba según el artículo 13?;A la persona demandada probar la ausencia de discriminación|A la persona demandante|A ambas partes por igual|Al órgano judicial;Según el artículo 13.1, corresponderá a la persona demandada probar la ausencia de discriminación en las medidas adoptadas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_030;¿En qué procesos NO se aplica la inversión de la carga de la prueba?;En los procesos penales|En los procesos civiles|En los procesos sociales|En los procesos contencioso-administrativos;El artículo 13.2 establece que lo dispuesto sobre la carga de la prueba no será de aplicación a los procesos penales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_031;¿Qué define el Título Primero de la Ley según la exposición de motivos?;Los conceptos y categorías jurídicas básicas relativas a la igualdad|Solo las sanciones|Solo los procedimientos|Solo las competencias;El Título Primero define los conceptos y categorías jurídicas básicas como discriminación directa e indirecta, acoso sexual y acciones positivas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_032;¿Qué principio define el Título Segundo?;El principio de transversalidad|El principio de subsidiariedad|El principio de proporcionalidad|El principio de legalidad;En el Título Segundo se define el principio de transversalidad y los instrumentos para su integración en la elaboración, ejecución y aplicación de las normas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_033;¿Qué se consagra en el Título Segundo sobre presencia equilibrada?;El principio de presencia equilibrada en listas electorales y nombramientos públicos|Solo en listas electorales|Solo en nombramientos|Solo en órganos colegiados;Se consagra el principio de presencia equilibrada de mujeres y hombres en las listas electorales y en los nombramientos realizados por los poderes públicos
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_034;¿Qué se regula en el Título Segundo sobre planificación?;Los informes de impacto de género y la planificación pública|Solo los informes de impacto|Solo la planificación|Solo el seguimiento;Se regulan los informes de impacto de género y la planificación pública de las acciones en favor de la igualdad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_035;¿En qué se plasmará la planificación en la Administración General del Estado?;En un Plan Estratégico de Igualdad de Oportunidades|En programas anuales|En protocolos específicos|En convenios de colaboración;Según la exposición de motivos, se plasmarán en un Plan Estratégico de Igualdad de Oportunidades
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_036;¿Qué materias aborda el Capítulo II del Título Segundo?;Educación, cultura y sanidad|Solo educación|Solo sanidad|Solo cultura;El Capítulo II establece los criterios de orientación de las políticas públicas en materia de educación, cultura y sanidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_037;¿Qué se contempla sobre la sociedad de la información?;La promoción de la incorporación de las mujeres|Solo el acceso a internet|Solo la formación digital|Solo las nuevas tecnologías;Se contempla la promoción de la incorporación de las mujeres a la sociedad de la información
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_038;¿Qué contiene el Título III de la Ley?;Medidas de fomento de la igualdad en los medios de comunicación social|Solo regulación de medios públicos|Solo control de publicidad|Solo medidas sancionadoras;El Título III contiene medidas de fomento de la igualdad en los medios de comunicación social
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_039;¿Qué instrumentos establece el Título III?;Instrumentos de control de publicidad de contenido discriminatorio|Solo sanciones|Solo recomendaciones|Solo protocolos;Se establecen instrumentos de control de los supuestos de publicidad de contenido discriminatorio
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_040;¿De qué se ocupa el Título IV?;Del derecho al trabajo en igualdad de oportunidades|Solo del empleo público|Solo del empleo privado|Solo de la formación profesional;El Título IV se ocupa del derecho al trabajo en igualdad de oportunidades, incorporando medidas para garantizar la igualdad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_041;¿Cuántos días dura el permiso de paternidad según la Ley?;Trece días|Quince días|Diez días|Veinte días;La medida más innovadora es el permiso de paternidad de trece días de duración
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_042;¿Cuántos días adicionales se conceden por parto múltiple?;Dos días más por cada hijo a partir del segundo|Un día más por cada hijo|Tres días más por cada hijo|Cinco días más en total;El permiso es ampliable en caso de parto múltiple en dos días más por cada hijo o hija a partir del segundo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_043;¿Qué carácter tiene el permiso de paternidad?;Es un derecho individual y exclusivo del padre|Es un derecho compartido|Es un derecho opcional|Es un derecho transferible;Se trata de un derecho individual y exclusivo del padre
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_044;¿En qué supuestos se reconoce el permiso de paternidad?;En paternidad biológica, adopción y acogimiento|Solo en paternidad biológica|Solo en adopción|Solo en acogimiento;Se reconoce tanto en los supuestos de paternidad biológica como en los de adopción y acogimiento
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_045;¿Cuántas semanas se amplía el permiso de maternidad para hijos con discapacidad?;Dos semanas|Una semana|Tres semanas|Cuatro semanas;Se amplía el permiso de maternidad en dos semanas para los supuestos de hijo o hija con discapacidad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_046;¿Quién puede usar la ampliación del permiso de maternidad por discapacidad?;Indistintamente ambos progenitores|Solo la madre|Solo el padre|Solo quien tenga la custodia;Pudiendo hacer uso de esta ampliación indistintamente ambos progenitores
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_047;¿Qué regula el Capítulo I del Título V?;El principio de igualdad en el empleo público|Solo la selección de personal|Solo las retribuciones|Solo la carrera profesional;El Capítulo I regula el principio de igualdad en el empleo público
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_048;¿Para qué Administraciones se establecen criterios en el Título V?;Para el conjunto de las Administraciones públicas|Solo para la Administración General del Estado|Solo para las Administraciones autonómicas|Solo para las Administraciones locales;Se establecen criterios generales de actuación a favor de la igualdad para el conjunto de las Administraciones públicas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_049;¿Qué regula el Capítulo II del Título V?;La presencia equilibrada en nombramientos de órganos directivos|Solo los procesos selectivos|Solo la formación del personal|Solo la evaluación del desempeño;Regula la presencia equilibrada de mujeres y hombres en los nombramientos de órganos directivos de la Administración General del Estado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_050;¿A qué órganos se aplica también la presencia equilibrada?;A órganos de selección, valoración y órganos colegiados|Solo a órganos de selección|Solo a órganos colegiados|Solo a consejos de administración;Se aplica también a los órganos de selección y valoración del personal y en las designaciones de miembros de órganos colegiados
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_051;¿Qué se dedica a regular el Capítulo III del Título V?;Las medidas de igualdad en el empleo en la Administración General del Estado|Solo los protocolos de acoso|Solo la selección de personal|Solo la formación;El Capítulo III se dedica a las medidas de igualdad en el empleo en el ámbito de la Administración General del Estado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_052;¿Qué previsión específica incluye el Capítulo III del Título V?;El mandato de aprobación de un protocolo frente al acoso sexual y por razón de sexo|Solo medidas disciplinarias|Solo formación específica|Solo evaluación del desempeño;Incluye la previsión específica del mandato de aprobación de un protocolo de actuación frente al acoso sexual y por razón de sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_053;¿Qué regulan los Capítulos IV y V del Título V?;El respeto del principio de igualdad en las Fuerzas Armadas y Fuerzas y Cuerpos de Seguridad|Solo las Fuerzas Armadas|Solo las Fuerzas de Seguridad|Solo el personal militar;Los Capítulos IV y V regulan, de forma específica, el respeto del principio de igualdad en las Fuerzas Armadas y en las Fuerzas y Cuerpos de Seguridad del Estado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_054;¿A qué está dedicado el Título VI?;A la igualdad de trato en el acceso a bienes y servicios|Solo a los seguros|Solo a los servicios públicos|Solo a los bienes de consumo;El Título VI de la Ley está dedicado a la igualdad de trato en el acceso a bienes y servicios, con especial referencia a los seguros
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_055;¿Qué contempla el Título VII?;La realización voluntaria de acciones de responsabilidad social por las empresas|Solo medidas obligatorias|Solo sanciones a empresas|Solo incentivos fiscales;El Título VII contempla la realización voluntaria de acciones de responsabilidad social por las empresas en materia de igualdad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_056;¿Con quién pueden concertarse las acciones de responsabilidad social?;Con representación de trabajadores, organizaciones de consumidores y asociaciones de igualdad|Solo con sindicatos|Solo con organizaciones de consumidores|Solo con la Administración;Pueden ser objeto de concierto con la representación de los trabajadores, las organizaciones de consumidores, las asociaciones de defensa de la igualdad o los organismos de igualdad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_057;¿Qué se regula específicamente en el Título VII sobre publicidad?;El uso de acciones de responsabilidad social con fines publicitarios|Solo la prohibición de publicidad discriminatoria|Solo los contenidos publicitarios|Solo los medios de comunicación;Específicamente, se regula el uso de estas acciones con fines publicitarios
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_058;¿Qué se fomenta en los consejos de administración según el Título VII?;La presencia equilibrada de mujeres y hombres|Solo la presencia de mujeres|Solo cambios en la composición|Solo la transparencia;Se ha incluido el fomento de la presencia equilibrada de mujeres y hombres en los consejos de administración de las sociedades mercantiles
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_059;¿Cuál debe ser el criterio prevalente en la incorporación de consejeros?;El talento y el rendimiento profesional|Solo la experiencia|Solo la formación académica|Solo la antigüedad;Es finalidad que el criterio prevalente en la incorporación de consejeros sea el talento y el rendimiento profesional
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_060;¿Qué NO debe constituir según el Título VII?;El sexo no debe constituir un obstáculo como factor de elección|La formación no debe ser relevante|La experiencia no debe importar|El origen no debe influir;Para que el proceso esté presidido por el criterio de imparcialidad, el sexo no debe constituir un obstáculo como factor de elección
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_061;¿Qué establece el Título VIII?;Disposiciones organizativas|Solo medidas sancionadoras|Solo procedimientos|Solo competencias;El Título VIII de la Ley establece una serie de disposiciones organizativas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_062;¿Qué Comisión crea el Título VIII?;Una Comisión Interministerial de Igualdad entre mujeres y hombres|Una Comisión de Seguimiento|Una Comisión de Control|Una Comisión de Evaluación;Se crea una Comisión Interministerial de Igualdad entre mujeres y hombres
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_063;¿Qué Unidades se crean en cada Ministerio?;Unidades de Igualdad|Unidades de Control|Unidades de Seguimiento|Unidades de Evaluación;Se crean Unidades de Igualdad en cada Ministerio
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_064;¿Qué Consejo constituye la Ley?;Un Consejo de participación de la mujer|Un Consejo de Igualdad|Un Consejo de Control|Un Consejo de Seguimiento;La Ley constituye un Consejo de participación de la mujer, como órgano colegiado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_065;¿Para qué debe servir el Consejo de participación?;De cauce para la participación institucional en estas materias|Solo para asesoramiento|Solo para control|Solo para evaluación;Ha de servir de cauce para la participación institucional en estas materias
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_066;¿Cuál es el número de la Ley de violencia de género de la Comunidad de Madrid?;Ley 5/2005|Ley 3/2005|Ley 1/2005|Ley 7/2005;Ley 5/2005, de 20 de diciembre, integral contra la violencia de género de la Comunidad de Madrid
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_067;¿En qué fecha fue aprobada la Ley de violencia de género de Madrid?;20 de diciembre de 2005|20 de noviembre de 2005|20 de enero de 2006|20 de octubre de 2005;Ley 5/2005, de 20 de diciembre, integral contra la violencia de género de la Comunidad de Madrid
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_068;¿Cómo define la Ley madrileña la Violencia de Género?;Como manifestación de las relaciones históricamente desiguales entre mujeres y hombres|Solo como violencia física|Solo como violencia doméstica|Solo como violencia psicológica;La define como manifestación de las relaciones sociales, económicas y culturales históricamente desiguales entre mujeres y hombres
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_069;¿Qué tipo de problema considera la Ley madrileña que es la violencia de género?;Un problema estructural|Un problema individual|Un problema coyuntural|Un problema menor;La Violencia de Género es un problema estructural, por lo que la Ley pretende abordar este fenómeno de un modo integral
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_070;¿Qué enfoque adopta la Ley madrileña?;Un enfoque multidisciplinar|Solo un enfoque jurídico|Solo un enfoque social|Solo un enfoque sanitario;La Ley pretende, desde un enfoque multidisciplinar, abordar este fenómeno de un modo integral
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_071;¿En qué medidas profundiza la Ley madrileña?;En medidas de sensibilización y prevención|Solo en medidas punitivas|Solo en medidas asistenciales|Solo en medidas económicas;Profundiza en las medidas de sensibilización y prevención, y perfecciona aquellas específicamente encaminadas a paliar los efectos
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_072;¿Qué medidas perfecciona la Ley madrileña?;Las medidas de atención a las víctimas|Solo las medidas preventivas|Solo las medidas sancionadoras|Solo las medidas educativas;Perfecciona aquellas otras específicamente encaminadas a paliar los efectos devastadores que la violencia produce en las víctimas, es decir las medidas de atención
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_073;¿Cuál es el fin último que persigue la Ley madrileña?;La eliminación de la Violencia de Género de la sociedad|Solo reducir la violencia|Solo proteger a las víctimas|Solo sancionar a los agresores;El fin último que se persigue es la eliminación de la Violencia de Género de nuestra sociedad
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_074;¿Qué derechos conculca la violencia de género según la Ley madrileña?;Los derechos fundamentales|Solo el derecho a la integridad|Solo el derecho a la vida|Solo el derecho a la dignidad;Conculca sus derechos fundamentales y socava el principio básico de Igualdad entre hombres y mujeres consagrado en nuestra Constitución
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_075;¿Qué principio socava la violencia de género?;El principio básico de Igualdad entre hombres y mujeres|Solo el principio de dignidad|Solo el principio de libertad|Solo el principio de seguridad;Socava el principio básico de Igualdad entre hombres y mujeres consagrado en nuestra Constitución
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_076;¿Cuál de las siguientes NO es una característica de la discriminación indirecta?;Que sea intencionada|Que sea aparentemente neutra|Que ponga en desventaja a un sexo|Que no pueda justificarse objetivamente;La discriminación indirecta puede ser no intencionada, lo importante es que una práctica aparentemente neutra ponga en desventaja a personas de un sexo
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_077;¿Cuál de las siguientes NO es una forma de acoso contemplada en la Ley?;Acoso económico|Acoso sexual|Acoso por razón de sexo|Condicionamiento de derechos;La Ley contempla específicamente el acoso sexual y el acoso por razón de sexo, pero no define el "acoso económico" como categoría específica
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_078;¿Cuál de las siguientes NO es una consecuencia jurídica de la discriminación?;Reducción de la sanción por arrepentimiento|Nulidad de los actos discriminatorios|Reparaciones efectivas y proporcionadas|Sistema disuasorio de sanciones;El artículo 10 no contempla la reducción de sanciones por arrepentimiento como consecuencia jurídica
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_079;¿Cuál de las siguientes NO puede adoptar acciones positivas según la Ley?;Solo pueden adoptarlas los Poderes Públicos|Los Poderes Públicos|Las personas físicas privadas|Las personas jurídicas privadas;Según el artículo 11, tanto los Poderes Públicos como las personas físicas y jurídicas privadas pueden adoptar acciones positivas
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_080;¿Cuál de los siguientes NO es un ámbito de aplicación de la igualdad según el artículo 5?;Solo el empleo en empresas grandes|El empleo privado|El empleo público|El trabajo por cuenta propia;El artículo 5 no limita la aplicación por tamaño de empresa, sino que se aplica a todo el ámbito del empleo privado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_081;¿Cuántas disposiciones transitorias tiene la Ley de Igualdad?;Once disposiciones transitorias|Diez disposiciones|Doce disposiciones|Ocho disposiciones;La Ley se estructura con once disposiciones transitorias, además de las adicionales, derogatoria y finales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_082;¿Cuántas disposiciones finales tiene la Ley de Igualdad?;Ocho disposiciones finales|Seis disposiciones|Diez disposiciones|Cinco disposiciones;La Ley tiene ocho disposiciones finales, junto con el Título preliminar, ocho Títulos y las demás disposiciones
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_083;¿En qué casos puede justificarse una diferencia de trato basada en el sexo?;Cuando constituya un requisito profesional esencial y determinante|Nunca puede justificarse|Solo en casos de emergencia|Solo con autorización judicial;Según el artículo 5, cuando debido a la naturaleza de las actividades profesionales, dicha característica constituya un requisito profesional esencial y determinante
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_084;¿Qué requisitos debe cumplir la diferencia de trato justificada?;Que el objetivo sea legítimo y el requisito proporcionado|Solo que sea necesaria|Solo que sea temporal|Solo que sea excepcional;El artículo 5 establece que el objetivo debe ser legítimo y el requisito proporcionado
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_085;¿Cuál de las siguientes NO es una esfera de la vida mencionada en el objeto de la Ley?;Esfera deportiva|Esfera política|Esfera civil|Esfera laboral;El objeto de la Ley menciona las esferas política, civil, laboral, económica, social y cultural, pero no específicamente la deportiva
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_086;¿Qué tipo de sociedad pretende alcanzar la Ley según su objeto?;Una sociedad más democrática, más justa y más solidaria|Solo una sociedad más igualitaria|Solo una sociedad más próspera|Solo una sociedad más moderna;El objeto de la Ley es alcanzar una sociedad más democrática, más justa y más solidaria
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_087;¿Cuál de las siguientes NO es una medida contemplada en el Título IV?;Regulación de horarios comerciales|Igualdad en acceso al empleo|Igualdad en formación profesional|Protección frente al acoso;El Título IV se centra en el derecho al trabajo en igualdad, no en la regulación de horarios comerciales
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_088;¿En qué supuestos NO se reconoce el permiso de paternidad?;Solo se reconoce en paternidad biológica|En paternidad biológica|En adopción|En acogimiento;El permiso de paternidad se reconoce tanto en paternidad biológica como en adopción y acogimiento
Bombero Especialista C1, Comunidad de Madrid;Bloque I;Igualdad;ig_089;¿Cuál de las siguientes NO es una característica de las acciones positivas?;Deben ser permanentes|Deben ser razonables|Deben ser proporcionadas|Se aplicarán mientras subsistan las situaciones de desigualdad;Las acciones positivas son temporales, se aplicarán en tanto subsistan las situaciones de desigualdad
